Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                2431",-4.138270675893e+01,-2.102970678663e+02,5.903655485865e+00,-4.332363921899e+01,-2.100416514944e+02,5.900860278881e+00,-1.940932460055e+00,2.554163719538e-01,-2.795206984119e-03
"                2432",-4.138324002888e+01,-2.102549862458e+02,5.806914175518e+00,-4.332406279368e+01,-2.099994038832e+02,5.804127240431e+00,-1.940822764801e+00,2.555823626298e-01,-2.786935087280e-03
"                2433",-4.138123683960e+01,-2.101910054254e+02,5.712415724682e+00,-4.332199190794e+01,-2.099352577323e+02,5.709625404487e+00,-1.940755068339e+00,2.557476930752e-01,-2.790320194930e-03
"                2434",-4.137964839754e+01,-2.101111596156e+02,5.635188349510e+00,-4.332040257851e+01,-2.098552306708e+02,5.632387169946e+00,-1.940754180971e+00,2.559289448182e-01,-2.801179563604e-03
"                2435",-4.138091303370e+01,-2.100167724647e+02,5.579907398174e+00,-4.332171320641e+01,-2.097606677282e+02,5.577091787010e+00,-1.940800172709e+00,2.561047365635e-01,-2.815611163885e-03
"                2436",-4.138422257892e+01,-2.099070772609e+02,5.540347185505e+00,-4.332501419374e+01,-2.096507982211e+02,5.537510794025e+00,-1.940791614816e+00,2.562790398090e-01,-2.836391480284e-03
"                2437",-4.138388578667e+01,-2.097753919315e+02,5.515782464887e+00,-4.332486271272e+01,-2.095189493060e+02,5.512912203413e+00,-1.940976926050e+00,2.564426254400e-01,-2.870261474010e-03
"                2438",-4.137835540354e+01,-2.096227691091e+02,5.508043998918e+00,-4.331945397464e+01,-2.093661867556e+02,5.505156951042e+00,-1.941098571104e+00,2.565823534947e-01,-2.887047875483e-03
"                2439",-4.136886203243e+01,-2.094576714246e+02,5.520340245941e+00,-4.331018181748e+01,-2.092009640894e+02,5.517393959223e+00,-1.941319785044e+00,2.567073351260e-01,-2.946286717951e-03
"                2440",-4.135378924337e+01,-2.092800863361e+02,5.554980116815e+00,-4.329536830326e+01,-2.090232867670e+02,5.552002517551e+00,-1.941579059890e+00,2.567995690774e-01,-2.977599263350e-03
"                2441",-4.133119671769e+01,-2.090918826285e+02,5.612731130313e+00,-4.327299553743e+01,-2.088350178667e+02,5.609712593444e+00,-1.941798819741e+00,2.568647618282e-01,-3.018536869710e-03
"                2442",-4.130203602606e+01,-2.088976374485e+02,5.687727782969e+00,-4.324406329325e+01,-2.086407065671e+02,5.684672012244e+00,-1.942027267199e+00,2.569308814416e-01,-3.055770724204e-03
"                2443",-4.127087410968e+01,-2.087064014254e+02,5.767240125407e+00,-4.321310147246e+01,-2.084494108653e+02,5.764162238144e+00,-1.942227362786e+00,2.569905600399e-01,-3.077887263139e-03
"                2444",-4.124062169720e+01,-2.085254161401e+02,5.838832222454e+00,-4.318296136602e+01,-2.082683523824e+02,5.835733920322e+00,-1.942339668815e+00,2.570637576043e-01,-3.098302132216e-03
"                2445",-4.121191903446e+01,-2.083612317321e+02,5.897729777714e+00,-4.315431157155e+01,-2.081040893995e+02,5.894651964969e+00,-1.942392537082e+00,2.571423325606e-01,-3.077812745691e-03
"                2446",-4.118619970351e+01,-2.082183137512e+02,5.945485014819e+00,-4.312860878973e+01,-2.079610109066e+02,5.942482270970e+00,-1.942409086216e+00,2.573028446305e-01,-3.002743848889e-03
"                2447",-4.116652930743e+01,-2.081013977369e+02,5.979655273820e+00,-4.310893133570e+01,-2.078439971238e+02,5.976668013068e+00,-1.942402028276e+00,2.574006131391e-01,-2.987260752496e-03
"                2448",-4.115161882186e+01,-2.080015383089e+02,5.998510004636e+00,-4.309395751206e+01,-2.077439804430e+02,5.995551012231e+00,-1.942338690201e+00,2.575578659393e-01,-2.958992404929e-03
"                2449",-4.114175852105e+01,-2.079166692635e+02,5.999741890043e+00,-4.308411061223e+01,-2.076589128322e+02,5.996801634247e+00,-1.942352091187e+00,2.577564312880e-01,-2.940255796221e-03
"                2450",-4.114164867076e+01,-2.078636713111e+02,5.986717146616e+00,-4.308382650503e+01,-2.076057215780e+02,5.983806138106e+00,-1.942177834273e+00,2.579497330741e-01,-2.911008509902e-03
"                2451",-4.114957753153e+01,-2.078365817937e+02,5.959550750411e+00,-4.309166077859e+01,-2.075784262362e+02,5.956637790468e+00,-1.942083247055e+00,2.581555575057e-01,-2.912959943196e-03
"                2452",-4.116353207431e+01,-2.078238473952e+02,5.917891232268e+00,-4.310552266201e+01,-2.075654783414e+02,5.914979755779e+00,-1.941990587696e+00,2.583690537668e-01,-2.911476488672e-03
"                2453",-4.118481702750e+01,-2.078257982740e+02,5.862729920052e+00,-4.312663976674e+01,-2.075672601850e+02,5.859735858607e+00,-1.941822739237e+00,2.585380890637e-01,-2.994061445047e-03
"                2454",-4.121542281230e+01,-2.078451550967e+02,5.797646644963e+00,-4.315717942093e+01,-2.075864049451e+02,5.794629371413e+00,-1.941756608625e+00,2.587501516555e-01,-3.017273549792e-03
"                2455",-4.125201561666e+01,-2.078707541046e+02,5.724916062847e+00,-4.319364745850e+01,-2.076118524746e+02,5.721827720155e+00,-1.941631841840e+00,2.589016300835e-01,-3.088342692149e-03
"                2456",-4.128417197880e+01,-2.078850000856e+02,5.646928450294e+00,-4.322588463788e+01,-2.076258883715e+02,5.643807680744e+00,-1.941712659079e+00,2.591117140469e-01,-3.120769550161e-03
"                2457",-4.130775108332e+01,-2.078864848962e+02,5.571646290554e+00,-4.324952745622e+01,-2.076272216908e+02,5.568501489924e+00,-1.941776372898e+00,2.592632053570e-01,-3.144800629788e-03
"                2458",-4.132472191381e+01,-2.078874314581e+02,5.507721942863e+00,-4.326658476083e+01,-2.076280911877e+02,5.504568820274e+00,-1.941862847021e+00,2.593402703678e-01,-3.153122589017e-03
"                2459",-4.133701782995e+01,-2.078888862700e+02,5.459968654743e+00,-4.327904998223e+01,-2.076294775835e+02,5.456843659404e+00,-1.942032152280e+00,2.594086865639e-01,-3.124995339720e-03
"                2460",-4.134347370236e+01,-2.078742243050e+02,5.430772112964e+00,-4.328559364925e+01,-2.076147850494e+02,5.427660341754e+00,-1.942119946889e+00,2.594392556093e-01,-3.111771209587e-03
"                2461",-4.134256607928e+01,-2.078404359200e+02,5.419023082436e+00,-4.328490697481e+01,-2.075809393367e+02,5.415972010220e+00,-1.942340895533e+00,2.594965832499e-01,-3.051072215910e-03
"                2462",-4.133107817802e+01,-2.077887043209e+02,5.420093179622e+00,-4.327358240258e+01,-2.075291998872e+02,5.417078343351e+00,-1.942504224560e+00,2.595044337474e-01,-3.014836270852e-03
"                2463",-4.131213036333e+01,-2.077327651904e+02,5.428591280483e+00,-4.325484897578e+01,-2.074732152970e+02,5.425650914128e+00,-1.942718612449e+00,2.595498933759e-01,-2.940366354131e-03
"                2464",-4.129203020507e+01,-2.076875413929e+02,5.444185592638e+00,-4.323493833239e+01,-2.074279711424e+02,5.441296667538e+00,-1.942908127323e+00,2.595702505696e-01,-2.888925100077e-03
"                2465",-4.127199892223e+01,-2.076538753032e+02,5.468866002210e+00,-4.321509303499e+01,-2.073942944006e+02,5.466068682792e+00,-1.943094112761e+00,2.595809026694e-01,-2.797319418604e-03
"                2466",-4.125450429755e+01,-2.076370251378e+02,5.501674512200e+00,-4.319767283545e+01,-2.073774631687e+02,5.498972036688e+00,-1.943168537905e+00,2.595619691039e-01,-2.702475511468e-03
"                2467",-4.123994792723e+01,-2.076443063195e+02,5.540440081383e+00,-4.318326455686e+01,-2.073847368606e+02,5.537828462099e+00,-1.943316629628e+00,2.595694588958e-01,-2.611619283862e-03
"                2468",-4.122676704476e+01,-2.076694235607e+02,5.583146726752e+00,-4.317022096040e+01,-2.074098675910e+02,5.580647403284e+00,-1.943453915643e+00,2.595559696746e-01,-2.499323468593e-03
"                2469",-4.121512346364e+01,-2.077057073161e+02,5.628188008612e+00,-4.315867626562e+01,-2.074461753052e+02,5.625800819607e+00,-1.943552801980e+00,2.595320109219e-01,-2.387189004943e-03
"                2470",-4.120445792288e+01,-2.077467946142e+02,5.672683912078e+00,-4.314808898675e+01,-2.074873097725e+02,5.670400585571e+00,-1.943631063876e+00,2.594848417286e-01,-2.283326506684e-03
"                2471",-4.119696525075e+01,-2.077957801316e+02,5.713890219182e+00,-4.314053235425e+01,-2.075363661777e+02,5.711689280061e+00,-1.943567103502e+00,2.594139539128e-01,-2.200939120972e-03
"                2472",-4.119445191419e+01,-2.078544665885e+02,5.754844006576e+00,-4.313787984032e+01,-2.075951412236e+02,5.752712893647e+00,-1.943427926127e+00,2.593253649040e-01,-2.131112928903e-03
"                2473",-4.119720014336e+01,-2.079249030320e+02,5.795576227843e+00,-4.314059914120e+01,-2.076656735867e+02,5.793489437239e+00,-1.943398997840e+00,2.592294452314e-01,-2.086790604011e-03
"                2474",-4.120508072044e+01,-2.080075352588e+02,5.830250882960e+00,-4.314843482143e+01,-2.077483738057e+02,5.828179896942e+00,-1.943354100994e+00,2.591614530534e-01,-2.070986017538e-03
"                2475",-4.121807176241e+01,-2.081040648175e+02,5.861969089685e+00,-4.316137911360e+01,-2.078449742521e+02,5.859890465193e+00,-1.943307351188e+00,2.590905653022e-01,-2.078624492791e-03
"                2476",-4.123416827013e+01,-2.082044222864e+02,5.892096010462e+00,-4.317742411275e+01,-2.079453939882e+02,5.889965781118e+00,-1.943255842620e+00,2.590282982356e-01,-2.130229343993e-03
"                2477",-4.125134464822e+01,-2.082983395014e+02,5.919638077837e+00,-4.319454641565e+01,-2.080393774204e+02,5.917438082949e+00,-1.943201767430e+00,2.589620809986e-01,-2.199994887346e-03
"                2478",-4.126479185675e+01,-2.083704742803e+02,5.943722117997e+00,-4.320788762485e+01,-2.081115933157e+02,5.941452305101e+00,-1.943095768106e+00,2.588809645897e-01,-2.269812895764e-03
"                2479",-4.127323292189e+01,-2.084265757172e+02,5.961794447346e+00,-4.321626273155e+01,-2.081677835496e+02,5.959448261032e+00,-1.943029809657e+00,2.587921676033e-01,-2.346186314109e-03
"                2480",-4.127992096095e+01,-2.084809346443e+02,5.969080090160e+00,-4.322286643516e+01,-2.082222309637e+02,5.966619378228e+00,-1.942945474215e+00,2.587036806005e-01,-2.460711931908e-03
"                2481",-4.128619317763e+01,-2.085355469267e+02,5.963301833998e+00,-4.322904083991e+01,-2.082769638646e+02,5.960654634462e+00,-1.942847662284e+00,2.585830620050e-01,-2.647199535396e-03
"                2482",-4.129197576810e+01,-2.085872835519e+02,5.944815765342e+00,-4.323463855288e+01,-2.083288251788e+02,5.941969894072e+00,-1.942662784783e+00,2.584583730597e-01,-2.845871269785e-03
"                2483",-4.129825391662e+01,-2.086465169680e+02,5.917181625248e+00,-4.324078417226e+01,-2.083882160441e+02,5.914127295859e+00,-1.942530255646e+00,2.583009239050e-01,-3.054329389008e-03
"                2484",-4.130604489867e+01,-2.087141636382e+02,5.880005114070e+00,-4.324846740516e+01,-2.084560120185e+02,5.876774716164e+00,-1.942422506493e+00,2.581516197420e-01,-3.230397906351e-03
"                2485",-4.131677807566e+01,-2.087981867613e+02,5.834541214526e+00,-4.325909816231e+01,-2.085402016545e+02,5.831123495733e+00,-1.942320086643e+00,2.579851068128e-01,-3.417718792928e-03
"                2486",-4.133016829453e+01,-2.088999254427e+02,5.781817897588e+00,-4.327238249870e+01,-2.086421077024e+02,5.778213412060e+00,-1.942214204168e+00,2.578177403390e-01,-3.604485528342e-03
"                2487",-4.134227615811e+01,-2.090046748686e+02,5.724849352186e+00,-4.328441073618e+01,-2.087470571880e+02,5.721063765600e+00,-1.942134578070e+00,2.576176806073e-01,-3.785586586175e-03
"                2488",-4.134917377557e+01,-2.091006702993e+02,5.665832426289e+00,-4.329121813460e+01,-2.088432635021e+02,5.661878496156e+00,-1.942044359032e+00,2.574067971823e-01,-3.953930133556e-03
"                2489",-4.135207804937e+01,-2.091863787486e+02,5.603626240080e+00,-4.329405594058e+01,-2.089291698265e+02,5.599527236633e+00,-1.941977891215e+00,2.572089220116e-01,-4.099003447694e-03
"                2490",-4.135736503723e+01,-2.092739471210e+02,5.541523061265e+00,-4.329924818703e+01,-2.090169501931e+02,5.537294213138e+00,-1.941883149796e+00,2.569969278542e-01,-4.228848127302e-03
"                2491",-4.136877415240e+01,-2.093652021367e+02,5.479084173365e+00,-4.331054552050e+01,-2.091084129641e+02,5.474748828023e+00,-1.941771368102e+00,2.567891725998e-01,-4.335345342234e-03
"                2492",-4.138134558242e+01,-2.094446012537e+02,5.422785277340e+00,-4.332301074083e+01,-2.091880016897e+02,5.418396685930e+00,-1.941665158410e+00,2.565995640372e-01,-4.388591409963e-03
"                2493",-4.138984372981e+01,-2.095037190955e+02,5.381311669343e+00,-4.333139526047e+01,-2.092472891104e+02,5.376848962885e+00,-1.941551530652e+00,2.564299851398e-01,-4.462706457846e-03
"                2494",-4.138990825605e+01,-2.095359237596e+02,5.359501970384e+00,-4.333141020818e+01,-2.092796425934e+02,5.354982076654e+00,-1.941501952127e+00,2.562811661526e-01,-4.519893729350e-03
"                2495",-4.138283749729e+01,-2.095426514645e+02,5.364564411727e+00,-4.332433214659e+01,-2.092865035728e+02,5.360071977277e+00,-1.941494649304e+00,2.561478917962e-01,-4.492434450116e-03
"                2496",-4.137368199686e+01,-2.095328026054e+02,5.398641546378e+00,-4.331533394319e+01,-2.092767188477e+02,5.394207393550e+00,-1.941651946327e+00,2.560837576352e-01,-4.434152828788e-03
"                2497",-4.136483219659e+01,-2.095151942072e+02,5.458285156581e+00,-4.330659312059e+01,-2.092591727054e+02,5.453908733779e+00,-1.941760923999e+00,2.560215017275e-01,-4.376422802384e-03
"                2498",-4.135645646298e+01,-2.094921820705e+02,5.535116429203e+00,-4.329833795259e+01,-2.092361751485e+02,5.530825155774e+00,-1.941881489607e+00,2.560069220643e-01,-4.291273428470e-03
"                2499",-4.134448204427e+01,-2.094591068187e+02,5.621462868593e+00,-4.328648079801e+01,-2.092030577879e+02,5.617270246206e+00,-1.941998753735e+00,2.560490308292e-01,-4.192622387011e-03
"                2500",-4.132851941623e+01,-2.094144939942e+02,5.709880468921e+00,-4.327070414025e+01,-2.091584523853e+02,5.705736165412e+00,-1.942184724018e+00,2.560416088670e-01,-4.144303508185e-03
"                2501",-4.130950276796e+01,-2.093547005280e+02,5.798116887079e+00,-4.325182765517e+01,-2.090986211110e+02,5.794038153653e+00,-1.942324887204e+00,2.560794169818e-01,-4.078733426186e-03
"                2502",-4.128902568993e+01,-2.092854965770e+02,5.884161298340e+00,-4.323145670323e+01,-2.090293617812e+02,5.880138123475e+00,-1.942431013305e+00,2.561347958616e-01,-4.023174865722e-03
"                2503",-4.127070257736e+01,-2.092227569085e+02,5.965010926274e+00,-4.321331562849e+01,-2.089665491089e+02,5.961034810929e+00,-1.942613051130e+00,2.562077995661e-01,-3.976115345797e-03
"                2504",-4.125633865027e+01,-2.091768046476e+02,6.035736197782e+00,-4.319909907274e+01,-2.089205390342e+02,6.031772066023e+00,-1.942760422463e+00,2.562656134087e-01,-3.964131758668e-03
"                2505",-4.124423922652e+01,-2.091429019216e+02,6.088443436903e+00,-4.318712657866e+01,-2.088865693845e+02,6.084485632966e+00,-1.942887352142e+00,2.563325370679e-01,-3.957803937326e-03
"                2506",-4.123137165262e+01,-2.091073059354e+02,6.115320455482e+00,-4.317434475994e+01,-2.088509235586e+02,6.111348334057e+00,-1.942973107322e+00,2.563823767506e-01,-3.972121425031e-03
"                2507",-4.122047839782e+01,-2.090686699706e+02,6.114796069415e+00,-4.316353019400e+01,-2.088122477208e+02,6.110801992179e+00,-1.943051796184e+00,2.564222497987e-01,-3.994077235685e-03
"                2508",-4.121938570309e+01,-2.090456398456e+02,6.089246865128e+00,-4.316251930605e+01,-2.087891863569e+02,6.085208105477e+00,-1.943133602966e+00,2.564534886435e-01,-4.038759651202e-03
"                2509",-4.123090265186e+01,-2.090477345325e+02,6.041424420774e+00,-4.317405958449e+01,-2.087912498945e+02,6.037313603108e+00,-1.943156932634e+00,2.564846379493e-01,-4.110817665970e-03
"                2510",-4.125210917535e+01,-2.090735347996e+02,5.974742395923e+00,-4.319522967614e+01,-2.088170387442e+02,5.970592494964e+00,-1.943120500798e+00,2.564960554499e-01,-4.149900958834e-03
"                2511",-4.127579224244e+01,-2.091042079445e+02,5.892939398035e+00,-4.321901426819e+01,-2.088476724646e+02,5.888689337363e+00,-1.943222025756e+00,2.565354799127e-01,-4.250060671843e-03
"                2512",-4.129859254340e+01,-2.091260322849e+02,5.798934869367e+00,-4.324182339472e+01,-2.088694882346e+02,5.794595513497e+00,-1.943230851325e+00,2.565440503715e-01,-4.339355869679e-03
"                2513",-4.132402009236e+01,-2.091411467592e+02,5.695961105114e+00,-4.326718610668e+01,-2.088846108644e+02,5.691535977742e+00,-1.943166014321e+00,2.565358947869e-01,-4.425127372283e-03
"                2514",-4.135217005511e+01,-2.091499853504e+02,5.594552728527e+00,-4.329525239460e+01,-2.088934914047e+02,5.590011736918e+00,-1.943082339495e+00,2.564939457072e-01,-4.540991609632e-03
"                2515",-4.138055655315e+01,-2.091543848530e+02,5.503848995221e+00,-4.332363654203e+01,-2.088978919248e+02,5.499211421616e+00,-1.943079988885e+00,2.564929281160e-01,-4.637573604300e-03
"                2516",-4.140307869489e+01,-2.091490991803e+02,5.436209566241e+00,-4.334607175728e+01,-2.088926307951e+02,5.431479728001e+00,-1.942993062387e+00,2.564683852316e-01,-4.729838239400e-03
"                2517",-4.142167191546e+01,-2.091367826594e+02,5.395815541108e+00,-4.336452819128e+01,-2.088803749479e+02,5.390993779272e+00,-1.942856275821e+00,2.564077115513e-01,-4.821761835400e-03
"                2518",-4.143560655596e+01,-2.091093514894e+02,5.379120669538e+00,-4.337835940824e+01,-2.088529846416e+02,5.374242331594e+00,-1.942752852282e+00,2.563668478846e-01,-4.878337944432e-03
"                2519",-4.144552417654e+01,-2.090678766326e+02,5.392207500342e+00,-4.338820634494e+01,-2.088115550561e+02,5.387275699979e+00,-1.942682168400e+00,2.563215765841e-01,-4.931800362170e-03
"                2520",-4.145159520837e+01,-2.090188020174e+02,5.440112187349e+00,-4.339423394565e+01,-2.087625170914e+02,5.435161770932e+00,-1.942638737279e+00,2.562849259602e-01,-4.950416416759e-03
"                2521",-4.144803612084e+01,-2.089484054583e+02,5.520602898409e+00,-4.339066380966e+01,-2.086921757464e+02,5.515618300700e+00,-1.942627688818e+00,2.562297119337e-01,-4.984597709053e-03
"                2522",-4.143787980910e+01,-2.088673175707e+02,5.623798527639e+00,-4.338053162951e+01,-2.086111147924e+02,5.618812710280e+00,-1.942651820409e+00,2.562027782559e-01,-4.985817358467e-03
"                2523",-4.142953462440e+01,-2.088002102184e+02,5.736463351919e+00,-4.337223436784e+01,-2.085440026424e+02,5.731458250697e+00,-1.942699743438e+00,2.562075760068e-01,-5.005101221591e-03
"                2524",-4.142730829027e+01,-2.087644849790e+02,5.851895256805e+00,-4.337010556147e+01,-2.085082424549e+02,5.846873199677e+00,-1.942797271202e+00,2.562425240255e-01,-5.022057127273e-03
"                2525",-4.142739312361e+01,-2.087560693284e+02,5.962957802661e+00,-4.337026037839e+01,-2.084997216783e+02,5.957917361518e+00,-1.942867254785e+00,2.563476500610e-01,-5.040441142521e-03
"                2526",-4.142799513964e+01,-2.087693869512e+02,6.062453833433e+00,-4.337099626708e+01,-2.085129049129e+02,6.057385704593e+00,-1.943001127444e+00,2.564820383567e-01,-5.068128839990e-03
"                2527",-4.142556034730e+01,-2.087868133671e+02,6.144379517483e+00,-4.336870775004e+01,-2.085301694377e+02,6.139302102126e+00,-1.943147402740e+00,2.566439293412e-01,-5.077415356841e-03
"                2528",-4.141745095462e+01,-2.087921664858e+02,6.202294955009e+00,-4.336071930034e+01,-2.085353503625e+02,6.197205980183e+00,-1.943268345721e+00,2.568161233053e-01,-5.088974825559e-03
"                2529",-4.140778536013e+01,-2.087994726142e+02,6.235138711437e+00,-4.335118236924e+01,-2.085424848123e+02,6.230031863571e+00,-1.943397009111e+00,2.569878019043e-01,-5.106847865943e-03
"                2530",-4.140318265528e+01,-2.088322491988e+02,6.241076254957e+00,-4.334669256928e+01,-2.085750719754e+02,6.235994238873e+00,-1.943509914001e+00,2.571772234189e-01,-5.082016084561e-03
"                2531",-4.140682618152e+01,-2.089044039705e+02,6.220349075178e+00,-4.335036478887e+01,-2.086470521268e+02,6.215290191556e+00,-1.943538607353e+00,2.573518437096e-01,-5.058883621297e-03
"                2532",-4.141516741155e+01,-2.089982965718e+02,6.174006246222e+00,-4.335878378796e+01,-2.087407871632e+02,6.168994557985e+00,-1.943616376406e+00,2.575094086397e-01,-5.011688237094e-03
"                2533",-4.142201529155e+01,-2.090888981321e+02,6.106277957957e+00,-4.336563538487e+01,-2.088312435516e+02,6.101289472952e+00,-1.943620093313e+00,2.576545805629e-01,-4.988485004614e-03
"                2534",-4.142658474422e+01,-2.091669349838e+02,6.021316187000e+00,-4.337018343206e+01,-2.089091475073e+02,6.016430868823e+00,-1.943598687840e+00,2.577874764856e-01,-4.885318176217e-03
"                2535",-4.142887262095e+01,-2.092349071030e+02,5.919902033296e+00,-4.337237684854e+01,-2.089769994992e+02,5.915091454637e+00,-1.943504227591e+00,2.579076038156e-01,-4.810578659327e-03
"                2536",-4.143075965729e+01,-2.093014520724e+02,5.809888236752e+00,-4.337416801979e+01,-2.090434569520e+02,5.805126188924e+00,-1.943408362500e+00,2.579951204446e-01,-4.762047827679e-03
"                2537",-4.142966223276e+01,-2.093615880221e+02,5.702444720169e+00,-4.337299035095e+01,-2.091034959146e+02,5.697785357522e+00,-1.943328118196e+00,2.580921074839e-01,-4.659362646324e-03
"                2538",-4.142346315523e+01,-2.094083214047e+02,5.608146078639e+00,-4.336667348006e+01,-2.091501628263e+02,5.603611916766e+00,-1.943210324836e+00,2.581585783799e-01,-4.534161872830e-03
"                2539",-4.141076997531e+01,-2.094328307387e+02,5.532468687328e+00,-4.335383466367e+01,-2.091746585166e+02,5.528063312101e+00,-1.943064688356e+00,2.581722221226e-01,-4.405375227285e-03
"                2540",-4.139075748946e+01,-2.094306864571e+02,5.475098204679e+00,-4.333378046872e+01,-2.091724561864e+02,5.470830402918e+00,-1.943022979253e+00,2.582302707667e-01,-4.267801761918e-03
"                2541",-4.136657038555e+01,-2.094034183568e+02,5.431850331834e+00,-4.330941792152e+01,-2.091452036202e+02,5.427716532634e+00,-1.942847535973e+00,2.582147365766e-01,-4.133799199630e-03
"                2542",-4.134131232371e+01,-2.093546312909e+02,5.401912046531e+00,-4.328411481951e+01,-2.090963909418e+02,5.397935383998e+00,-1.942802495798e+00,2.582403490547e-01,-3.976662533333e-03
"                2543",-4.131723166408e+01,-2.092962613840e+02,5.391514941714e+00,-4.326000189373e+01,-2.090380339303e+02,5.387649364469e+00,-1.942770229650e+00,2.582274536690e-01,-3.865577245680e-03
"                2544",-4.129137376138e+01,-2.092313109374e+02,5.404891254987e+00,-4.323417082964e+01,-2.089730787500e+02,5.401153285314e+00,-1.942797068256e+00,2.582321874286e-01,-3.737969672751e-03
"                2545",-4.126312585438e+01,-2.091648741214e+02,5.442198582084e+00,-4.320600802126e+01,-2.089066291064e+02,5.438579265777e+00,-1.942882166883e+00,2.582450149959e-01,-3.619316306858e-03
"                2546",-4.123324591450e+01,-2.091009743849e+02,5.499121607252e+00,-4.317623352264e+01,-2.088426938906e+02,5.495630917884e+00,-1.942987608135e+00,2.582804943371e-01,-3.490689367667e-03
"                2547",-4.120462150940e+01,-2.090455865235e+02,5.569128746419e+00,-4.314772488964e+01,-2.087872829361e+02,5.565751702099e+00,-1.943103380234e+00,2.583035873679e-01,-3.377044319994e-03
"                2548",-4.118314578154e+01,-2.090128267892e+02,5.646365201709e+00,-4.312638329287e+01,-2.087544769294e+02,5.643130340444e+00,-1.943237511330e+00,2.583498598209e-01,-3.234861264229e-03
"                2549",-4.117035524579e+01,-2.090093257316e+02,5.724393123495e+00,-4.311375255810e+01,-2.087509278476e+02,5.721272505398e+00,-1.943397312307e+00,2.583978840531e-01,-3.120618096862e-03
"                2550",-4.116525820206e+01,-2.090363712416e+02,5.798280587801e+00,-4.310881759525e+01,-2.087779245913e+02,5.795287979583e+00,-1.943559393193e+00,2.584466503460e-01,-2.992608218629e-03
"                2551",-4.116803075903e+01,-2.090969281075e+02,5.865973637327e+00,-4.311174323674e+01,-2.088384524344e+02,5.863096047559e+00,-1.943712477715e+00,2.584756730778e-01,-2.877589768183e-03
"                2552",-4.117829212269e+01,-2.091820926394e+02,5.925129793787e+00,-4.312212933779e+01,-2.089235725718e+02,5.922356731572e+00,-1.943837215106e+00,2.585200675437e-01,-2.773062215580e-03
"                2553",-4.119508291279e+01,-2.092850904680e+02,5.970857752226e+00,-4.313902627431e+01,-2.090265798987e+02,5.968157386953e+00,-1.943943361521e+00,2.585105692734e-01,-2.700365273248e-03
"                2554",-4.121791185686e+01,-2.094056983462e+02,6.002785448719e+00,-4.316193442273e+01,-2.091471783256e+02,6.000152621603e+00,-1.944022565869e+00,2.585200206301e-01,-2.632827115446e-03
"                2555",-4.124286196853e+01,-2.095298555905e+02,6.020602198013e+00,-4.318687009768e+01,-2.092713543816e+02,6.018028437870e+00,-1.944008129156e+00,2.585012089338e-01,-2.573760143384e-03
"                2556",-4.126869004977e+01,-2.096503194368e+02,6.022327355700e+00,-4.321265778995e+01,-2.093918523122e+02,6.019786170577e+00,-1.943967740176e+00,2.584671245850e-01,-2.541185122525e-03
"                2557",-4.129798733187e+01,-2.097707152141e+02,6.005096602493e+00,-4.324184013928e+01,-2.095123040593e+02,6.002599769846e+00,-1.943852807405e+00,2.584111548337e-01,-2.496832646867e-03
"                2558",-4.132957580412e+01,-2.098823867130e+02,5.969811797983e+00,-4.327323446870e+01,-2.096240393574e+02,5.967280203535e+00,-1.943658664588e+00,2.583473555580e-01,-2.531594448509e-03
"                2559",-4.135924328266e+01,-2.099677275602e+02,5.918552450594e+00,-4.330279925917e+01,-2.097094189512e+02,5.915982878843e+00,-1.943555976506e+00,2.583086089933e-01,-2.569571751015e-03
"                2560",-4.138562201731e+01,-2.100291469274e+02,5.854981067991e+00,-4.332892488301e+01,-2.097709113411e+02,5.852328035127e+00,-1.943302865701e+00,2.582355863666e-01,-2.653032864179e-03
"                2561",-4.140682987252e+01,-2.100722664981e+02,5.782606634537e+00,-4.334990175153e+01,-2.098141080299e+02,5.779899967534e+00,-1.943071879011e+00,2.581584681726e-01,-2.706667002756e-03
"                2562",-4.142167484959e+01,-2.100963068178e+02,5.705364486520e+00,-4.336459994616e+01,-2.098381800124e+02,5.702570533128e+00,-1.942925096570e+00,2.581268054064e-01,-2.793953392573e-03
"                2563",-4.142920874602e+01,-2.100968362900e+02,5.631932116173e+00,-4.337194226633e+01,-2.098387600622e+02,5.629071483233e+00,-1.942733520319e+00,2.580762278023e-01,-2.860632939933e-03
"                2564",-4.143216831090e+01,-2.100817678097e+02,5.569831307747e+00,-4.337468560707e+01,-2.098237679751e+02,5.566886885539e+00,-1.942517296170e+00,2.579998345940e-01,-2.944422208541e-03
"                2565",-4.143120083295e+01,-2.100508698525e+02,5.519157695319e+00,-4.337358260003e+01,-2.097928800228e+02,5.516123714255e+00,-1.942381767079e+00,2.579898296981e-01,-3.033981063687e-03
"                2566",-4.142534833825e+01,-2.100030238884e+02,5.479089799231e+00,-4.336761085752e+01,-2.097450702218e+02,5.475980715898e+00,-1.942262519272e+00,2.579536666086e-01,-3.109083332925e-03
"                2567",-4.141504595900e+01,-2.099489820021e+02,5.445420903462e+00,-4.335725688278e+01,-2.096910665627e+02,5.442253996628e+00,-1.942210923773e+00,2.579154393713e-01,-3.166906833514e-03
