Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                  94",-4.694973108471e+01,-2.267204182258e+02,8.140434660558e+00,-4.873022040097e+01,-2.265289544504e+02,8.121061184058e+00,-1.780489316260e+00,1.914637753508e-01,-1.937347649976e-02
"                  95",-4.694819216947e+01,-2.265216375094e+02,8.014226276996e+00,-4.872964683097e+01,-2.263294044638e+02,7.994826235291e+00,-1.781454661494e+00,1.922330455616e-01,-1.940004170529e-02
"                  96",-4.695622468700e+01,-2.265266064257e+02,7.873855962410e+00,-4.873866134792e+01,-2.263336148514e+02,7.854461289869e+00,-1.782436660913e+00,1.929915743146e-01,-1.939467254063e-02
"                  97",-4.698969616501e+01,-2.267875731226e+02,7.721196774508e+00,-4.877297030631e+01,-2.265938521242e+02,7.701858441704e+00,-1.783274141307e+00,1.937209984141e-01,-1.933833280395e-02
"                  98",-4.705445501518e+01,-2.273026532717e+02,7.551018958740e+00,-4.883860304492e+01,-2.271083081749e+02,7.531680143527e+00,-1.784148029747e+00,1.943450967773e-01,-1.933881521286e-02
"                  99",-4.713453448638e+01,-2.279823134473e+02,7.355983707431e+00,-4.891906580116e+01,-2.277873899695e+02,7.337006171827e+00,-1.784531314781e+00,1.949234777644e-01,-1.897753560369e-02
"                 100",-4.722021889021e+01,-2.287709210975e+02,7.163477355755e+00,-4.900543308231e+01,-2.285755376082e+02,7.144760380320e+00,-1.785214192100e+00,1.953834893466e-01,-1.871697543502e-02
"                 101",-4.731067484457e+01,-2.296432367236e+02,6.990564954434e+00,-4.909665619028e+01,-2.294474136685e+02,6.972231657253e+00,-1.785981345712e+00,1.958230551051e-01,-1.833329718142e-02
"                 102",-4.740772766351e+01,-2.305735078308e+02,6.835742641958e+00,-4.919435050693e+01,-2.303773973895e+02,6.817660274484e+00,-1.786622843420e+00,1.961104413407e-01,-1.808236747386e-02
"                 103",-4.750207314308e+01,-2.314763796938e+02,6.676386052797e+00,-4.928944828572e+01,-2.312800361104e+02,6.658591506548e+00,-1.787375142648e+00,1.963435833847e-01,-1.779454624967e-02
"                 104",-4.758593225972e+01,-2.322689641181e+02,6.497957341376e+00,-4.937425467352e+01,-2.320724762776e+02,6.480430667390e+00,-1.788322413794e+00,1.964878404684e-01,-1.752667398613e-02
"                 105",-4.767100653584e+01,-2.329651399662e+02,6.307730195514e+00,-4.946041635495e+01,-2.327686601228e+02,6.290449654613e+00,-1.789409819113e+00,1.964798433113e-01,-1.728054090176e-02
"                 106",-4.775240545697e+01,-2.335348789568e+02,6.129131569635e+00,-4.954308058386e+01,-2.333385184346e+02,6.112101245181e+00,-1.790675126888e+00,1.963605221736e-01,-1.703032445438e-02
"                 107",-4.782687549186e+01,-2.339545492249e+02,5.993674447984e+00,-4.961888117855e+01,-2.337583620276e+02,5.976802756416e+00,-1.792005686696e+00,1.961871972439e-01,-1.687169156817e-02
"                 108",-4.787761333272e+01,-2.341226076783e+02,5.911619452975e+00,-4.967144688914e+01,-2.339266362793e+02,5.894915939235e+00,-1.793833556420e+00,1.959713990471e-01,-1.670351373935e-02
"                 109",-4.788645992942e+01,-2.339379609401e+02,5.885512332616e+00,-4.968178033202e+01,-2.337422738289e+02,5.868922505699e+00,-1.795320402596e+00,1.956871111762e-01,-1.658982691714e-02
"                 110",-4.784921585148e+01,-2.333895150950e+02,5.908655981103e+00,-4.964634074743e+01,-2.331940950570e+02,5.892187454788e+00,-1.797124895952e+00,1.954200380490e-01,-1.646852631520e-02
"                 111",-4.778393216386e+01,-2.325776334787e+02,5.977247890500e+00,-4.958304089126e+01,-2.323821902244e+02,5.960726221304e+00,-1.799108727392e+00,1.954432542616e-01,-1.652166919622e-02
"                 112",-4.770081449836e+01,-2.316208323901e+02,6.067589438051e+00,-4.950193944626e+01,-2.314256663325e+02,6.051345158287e+00,-1.801124947901e+00,1.951660576184e-01,-1.624427976385e-02
"                 113",-4.761302896999e+01,-2.306700210833e+02,6.173079590755e+00,-4.941653458135e+01,-2.304748781840e+02,6.156976413279e+00,-1.803505611360e+00,1.951428992645e-01,-1.610317747565e-02
"                 114",-4.752601868056e+01,-2.298333282810e+02,6.299405423033e+00,-4.933133295975e+01,-2.296381267358e+02,6.283414619423e+00,-1.805314279185e+00,1.952015452209e-01,-1.599080360949e-02
"                 115",-4.744259071952e+01,-2.291769963808e+02,6.447550706765e+00,-4.924974543394e+01,-2.289816851394e+02,6.431742858806e+00,-1.807154714423e+00,1.953112414121e-01,-1.580784795867e-02
"                 116",-4.737948898371e+01,-2.287907063395e+02,6.596703603363e+00,-4.918876466286e+01,-2.285951719025e+02,6.580859136537e+00,-1.809275679145e+00,1.955344370341e-01,-1.584446682613e-02
"                 117",-4.733979550567e+01,-2.287068704909e+02,6.713198989113e+00,-4.915088792603e+01,-2.285113285394e+02,6.697353571608e+00,-1.811092420360e+00,1.955419515189e-01,-1.584541750474e-02
"                 118",-4.730901009740e+01,-2.288845604545e+02,6.769862220378e+00,-4.912175878066e+01,-2.286889718435e+02,6.754022200890e+00,-1.812748683260e+00,1.955886110448e-01,-1.584001948762e-02
"                 119",-4.725741093443e+01,-2.291977510017e+02,6.751949256268e+00,-4.907164494032e+01,-2.290022373070e+02,6.736082360265e+00,-1.814234005892e+00,1.955136946472e-01,-1.586689600323e-02
"                 120",-4.718816535633e+01,-2.296134378158e+02,6.670503046109e+00,-4.900372729980e+01,-2.294180836053e+02,6.654589391723e+00,-1.815561943477e+00,1.953542105873e-01,-1.591365438638e-02
"                 121",-4.711509375331e+01,-2.300825077945e+02,6.539896632045e+00,-4.893194841260e+01,-2.298873262930e+02,6.523925071316e+00,-1.816854659292e+00,1.951815014540e-01,-1.597156072907e-02
"                 122",-4.706146594409e+01,-2.306310227615e+02,6.372162965705e+00,-4.887948894618e+01,-2.304361302181e+02,6.356088787925e+00,-1.818023002085e+00,1.948925434744e-01,-1.607417778037e-02
"                 123",-4.701735082510e+01,-2.312095375764e+02,6.180388791020e+00,-4.883619678507e+01,-2.310148619897e+02,6.164292890963e+00,-1.818845959973e+00,1.946755866577e-01,-1.609590005685e-02
"                 124",-4.696316945884e+01,-2.317179316657e+02,5.982805838242e+00,-4.878287883210e+01,-2.315234381532e+02,5.966638977908e+00,-1.819709373257e+00,1.944935125267e-01,-1.616686033409e-02
"                 125",-4.688374644478e+01,-2.320476693441e+02,5.792489636577e+00,-4.870457534478e+01,-2.318533305864e+02,5.776195872273e+00,-1.820828900001e+00,1.943387576385e-01,-1.629376430375e-02
"                 126",-4.677887981664e+01,-2.321549971191e+02,5.622222937412e+00,-4.860059916222e+01,-2.319606798366e+02,5.605919986495e+00,-1.821719345583e+00,1.943172825012e-01,-1.630295091622e-02
"                 127",-4.667155237105e+01,-2.320916195392e+02,5.485090530350e+00,-4.849449253524e+01,-2.318973523429e+02,5.468760541128e+00,-1.822940164187e+00,1.942671963017e-01,-1.632998922195e-02
"                 128",-4.657826145140e+01,-2.319160821780e+02,5.384835950977e+00,-4.840187458707e+01,-2.317217846764e+02,5.368457265607e+00,-1.823613135670e+00,1.942975015891e-01,-1.637868537058e-02
"                 129",-4.649792076616e+01,-2.316471464294e+02,5.306206036101e+00,-4.832257914737e+01,-2.314527505286e+02,5.289788083811e+00,-1.824658381203e+00,1.943959007703e-01,-1.641795228985e-02
"                 130",-4.641351756625e+01,-2.312716646449e+02,5.231420039729e+00,-4.823946912246e+01,-2.310771045856e+02,5.214951504985e+00,-1.825951556213e+00,1.945600593043e-01,-1.646853474460e-02
"                 131",-4.632658280287e+01,-2.308057057894e+02,5.159120788115e+00,-4.815403526819e+01,-2.306108982888e+02,5.142556384379e+00,-1.827452465316e+00,1.948075006475e-01,-1.656440373653e-02
"                 132",-4.625717276333e+01,-2.302771348179e+02,5.097044813848e+00,-4.808649513134e+01,-2.300819625247e+02,5.080403809416e+00,-1.829322368016e+00,1.951722931778e-01,-1.664100443215e-02
"                 133",-4.622425463628e+01,-2.297513126152e+02,5.050554701896e+00,-4.805531831530e+01,-2.295557041212e+02,5.033861342523e+00,-1.831063679018e+00,1.956084939791e-01,-1.669335937282e-02
"                 134",-4.623212723134e+01,-2.292509316986e+02,5.020586171233e+00,-4.806511875513e+01,-2.290548339193e+02,5.003834416820e+00,-1.832991523788e+00,1.960977792697e-01,-1.675175441370e-02
"                 135",-4.626600823553e+01,-2.287682874908e+02,4.992594863337e+00,-4.810087556448e+01,-2.285716669291e+02,4.975826274359e+00,-1.834867328952e+00,1.966205617057e-01,-1.676858897854e-02
"                 136",-4.630349359612e+01,-2.282669182873e+02,4.964779688862e+00,-4.814140678355e+01,-2.280696150804e+02,4.947908835813e+00,-1.837913187429e+00,1.973032068966e-01,-1.687085304955e-02
"                 137",-4.632089932181e+01,-2.276693261452e+02,4.933860616684e+00,-4.816078875718e+01,-2.274714538059e+02,4.916877347188e+00,-1.839889435375e+00,1.978723392927e-01,-1.698326949599e-02
"                 138",-4.632305001322e+01,-2.270005519737e+02,4.903322304596e+00,-4.816497928631e+01,-2.268020714478e+02,4.886218778600e+00,-1.841929273090e+00,1.984805258862e-01,-1.710352599680e-02
"                 139",-4.631715063782e+01,-2.263232919161e+02,4.868736779990e+00,-4.816171786942e+01,-2.261241344076e+02,4.851500466665e+00,-1.844567231601e+00,1.991575085329e-01,-1.723631332470e-02
"                 140",-4.630811754511e+01,-2.256810561502e+02,4.840276974841e+00,-4.815492519524e+01,-2.254812696755e+02,4.823033630105e+00,-1.846807650128e+00,1.997864747943e-01,-1.724334473578e-02
"                 141",-4.628430799535e+01,-2.250793190997e+02,4.826294854015e+00,-4.813303744062e+01,-2.248790064202e+02,4.809050719201e+00,-1.848729445273e+00,2.003126795035e-01,-1.724413481418e-02
"                 142",-4.624541442971e+01,-2.245335069943e+02,4.820748303654e+00,-4.809643702719e+01,-2.243326572007e+02,4.803522372325e+00,-1.851022597481e+00,2.008497935819e-01,-1.722593132901e-02
"                 143",-4.619504534976e+01,-2.240690593191e+02,4.829524340065e+00,-4.804789324688e+01,-2.238677571514e+02,4.812346954400e+00,-1.852847897128e+00,2.013021677261e-01,-1.717738566454e-02
"                 144",-4.612625009034e+01,-2.236672082681e+02,4.849184984833e+00,-4.798082355695e+01,-2.234655085410e+02,4.832072192819e+00,-1.854573466611e+00,2.016997271324e-01,-1.711279201368e-02
"                 145",-4.604290858486e+01,-2.233329320862e+02,4.860220340717e+00,-4.789919698135e+01,-2.231309220575e+02,4.843215846214e+00,-1.856288396488e+00,2.020100287645e-01,-1.700449450229e-02
"                 146",-4.595297258049e+01,-2.230905642599e+02,4.858184347643e+00,-4.781053658507e+01,-2.228883385274e+02,4.841285990385e+00,-1.857564004580e+00,2.022257324632e-01,-1.689835725725e-02
"                 147",-4.586449278348e+01,-2.229407047401e+02,4.834863996536e+00,-4.772322820975e+01,-2.227383530660e+02,4.818099166570e+00,-1.858735426267e+00,2.023516740374e-01,-1.676482996592e-02
"                 148",-4.578533462545e+01,-2.228824049266e+02,4.791256188890e+00,-4.764504864333e+01,-2.226799775302e+02,4.774671673696e+00,-1.859714017886e+00,2.024273963924e-01,-1.658451519327e-02
"                 149",-4.571319928745e+01,-2.228856082730e+02,4.728179852218e+00,-4.757410371014e+01,-2.226831301482e+02,4.711768289911e+00,-1.860904422689e+00,2.024781248496e-01,-1.641156230705e-02
"                 150",-4.565308714287e+01,-2.229348221778e+02,4.633455929932e+00,-4.751428065380e+01,-2.227323285397e+02,4.617293736764e+00,-1.861193510935e+00,2.024936380464e-01,-1.616219316813e-02
"                 151",-4.560256090502e+01,-2.230118269151e+02,4.504641457233e+00,-4.746406834832e+01,-2.228094068744e+02,4.488748367962e+00,-1.861507443295e+00,2.024200407064e-01,-1.589308927081e-02
"                 152",-4.555928794945e+01,-2.230897402757e+02,4.356725278747e+00,-4.742104069546e+01,-2.228874036657e+02,4.341142857463e+00,-1.861752746009e+00,2.023366100745e-01,-1.558242128402e-02
"                 153",-4.551666509752e+01,-2.231410881180e+02,4.201896725929e+00,-4.737889606375e+01,-2.229388951199e+02,4.186537936332e+00,-1.862230966234e+00,2.021929980525e-01,-1.535878959753e-02
"                 154",-4.546737095245e+01,-2.231436264373e+02,4.060175684121e+00,-4.732983321145e+01,-2.229414891697e+02,4.045327931878e+00,-1.862462259000e+00,2.021372676459e-01,-1.484775224309e-02
"                 155",-4.540961042985e+01,-2.230855084572e+02,3.948837227607e+00,-4.727209778049e+01,-2.228833736259e+02,3.934454788404e+00,-1.862487350641e+00,2.021348313294e-01,-1.438243920263e-02
"                 156",-4.534524543889e+01,-2.229721720726e+02,3.870693898586e+00,-4.720758454155e+01,-2.227700479367e+02,3.856842877327e+00,-1.862339102656e+00,2.021241358439e-01,-1.385102125894e-02
"                 157",-4.526501023305e+01,-2.227740591003e+02,3.831926141872e+00,-4.712717130537e+01,-2.225718831918e+02,3.818593411484e+00,-1.862161072315e+00,2.021759085014e-01,-1.333273038805e-02
"                 158",-4.517496326627e+01,-2.225007577459e+02,3.823764593606e+00,-4.703695551375e+01,-2.222984526433e+02,3.810944367125e+00,-1.861992247489e+00,2.023051025372e-01,-1.282022648112e-02
"                 159",-4.509226884388e+01,-2.221809000271e+02,3.839980948824e+00,-4.695425261022e+01,-2.219783921058e+02,3.827729357288e+00,-1.861983766343e+00,2.025079213455e-01,-1.225159153588e-02
"                 160",-4.502614196641e+01,-2.218448403716e+02,3.876544523950e+00,-4.688779612665e+01,-2.216421187729e+02,3.864694663982e+00,-1.861654160241e+00,2.027215987304e-01,-1.184985996758e-02
"                 161",-4.498010303881e+01,-2.215137977391e+02,3.926341622416e+00,-4.684160649530e+01,-2.213108327449e+02,3.914925239329e+00,-1.861503456498e+00,2.029649941968e-01,-1.141638308757e-02
"                 162",-4.496679426080e+01,-2.212191441251e+02,3.982235266480e+00,-4.682794642351e+01,-2.210158229316e+02,3.971201474737e+00,-1.861152162714e+00,2.033211935047e-01,-1.103379174384e-02
"                 163",-4.499136916835e+01,-2.209842036565e+02,4.031478962081e+00,-4.685228849579e+01,-2.207807118534e+02,4.020769750171e+00,-1.860919327440e+00,2.034918030864e-01,-1.070921191034e-02
"                 164",-4.504524248077e+01,-2.208092196488e+02,4.067928212057e+00,-4.690606508007e+01,-2.206055161719e+02,4.057516213492e+00,-1.860822599301e+00,2.037034768603e-01,-1.041199856433e-02
"                 165",-4.512072662390e+01,-2.207089151942e+02,4.099113240088e+00,-4.698125342584e+01,-2.205049917064e+02,4.088895560002e+00,-1.860526801947e+00,2.039234878286e-01,-1.021768008611e-02
"                 166",-4.521488728120e+01,-2.206892556617e+02,4.131334314696e+00,-4.707531171123e+01,-2.204851247142e+02,4.121378750610e+00,-1.860424430030e+00,2.041309475575e-01,-9.955564085352e-03
"                 167",-4.532777160511e+01,-2.207532588836e+02,4.170219643187e+00,-4.718805665117e+01,-2.205489571104e+02,4.160229414936e+00,-1.860285046060e+00,2.043017731800e-01,-9.990228251314e-03
"                 168",-4.544972370796e+01,-2.208856385762e+02,4.199644942978e+00,-4.730999492351e+01,-2.206812439840e+02,4.189634012382e+00,-1.860271215549e+00,2.043945922033e-01,-1.001093059519e-02
"                 169",-4.556760499999e+01,-2.210594917251e+02,4.210500792558e+00,-4.742794582271e+01,-2.208550128245e+02,4.200467775153e+00,-1.860340822727e+00,2.044789005672e-01,-1.003301740561e-02
"                 170",-4.567830491494e+01,-2.212658321965e+02,4.208216777293e+00,-4.753876231355e+01,-2.210612768929e+02,4.198068945623e+00,-1.860457398607e+00,2.045553036363e-01,-1.014783167031e-02
"                 171",-4.578000518705e+01,-2.215126658799e+02,4.204926019611e+00,-4.764063381447e+01,-2.213081049046e+02,4.194673645665e+00,-1.860628627421e+00,2.045609753234e-01,-1.025237394579e-02
"                 172",-4.586947254434e+01,-2.217885524821e+02,4.209299727225e+00,-4.773028147101e+01,-2.215840528402e+02,4.198862838817e+00,-1.860808926673e+00,2.044996418968e-01,-1.043688840873e-02
"                 173",-4.593989656270e+01,-2.220399590350e+02,4.213192800504e+00,-4.780073221615e+01,-2.218354033581e+02,4.202408825868e+00,-1.860835653454e+00,2.045556768958e-01,-1.078397463621e-02
"                 174",-4.598552093202e+01,-2.222204639760e+02,4.205739353065e+00,-4.784671017066e+01,-2.220162016929e+02,4.194976284448e+00,-1.861189238637e+00,2.042622831272e-01,-1.076306861643e-02
"                 175",-4.600700501240e+01,-2.223113245127e+02,4.190952164272e+00,-4.786841580428e+01,-2.221073599287e+02,4.180149183124e+00,-1.861410791876e+00,2.039645840795e-01,-1.080298114715e-02
"                 176",-4.600463814197e+01,-2.223053752411e+02,4.168713237989e+00,-4.786628483708e+01,-2.221018432597e+02,4.157817769223e+00,-1.861646695115e+00,2.035319813852e-01,-1.089546876642e-02
"                 177",-4.597780067113e+01,-2.222104852894e+02,4.148823657313e+00,-4.783990458186e+01,-2.220070640247e+02,4.137883416498e+00,-1.862103910737e+00,2.034212646906e-01,-1.094024081454e-02
"                 178",-4.592329030764e+01,-2.220161623139e+02,4.139171382425e+00,-4.778583622656e+01,-2.218130683108e+02,4.128262765331e+00,-1.862545918921e+00,2.030940030035e-01,-1.090861709444e-02
"                 179",-4.584417754418e+01,-2.217036354165e+02,4.140384318858e+00,-4.770721043670e+01,-2.215008864418e+02,4.129565492156e+00,-1.863032892522e+00,2.027489746528e-01,-1.081882670152e-02
"                 180",-4.575099255594e+01,-2.212826667067e+02,4.146072217868e+00,-4.761461727698e+01,-2.210802272592e+02,4.135283809944e+00,-1.863624721042e+00,2.024394474411e-01,-1.078840792441e-02
"                 181",-4.564111650479e+01,-2.207554108428e+02,4.150598208825e+00,-4.750525674161e+01,-2.205531842216e+02,4.139892372157e+00,-1.864140236817e+00,2.022266211521e-01,-1.070583666825e-02
"                 182",-4.551362467612e+01,-2.201367255301e+02,4.155426027753e+00,-4.737849136487e+01,-2.199345470654e+02,4.144905742233e+00,-1.864866688750e+00,2.021784647793e-01,-1.052028551985e-02
"                 183",-4.536844267668e+01,-2.194281203807e+02,4.163092777643e+00,-4.723402247177e+01,-2.192258625078e+02,4.152619733712e+00,-1.865579795094e+00,2.022578728679e-01,-1.047304393122e-02
"                 184",-4.520785390511e+01,-2.186452299484e+02,4.171265143139e+00,-4.707423875719e+01,-2.184427759864e+02,4.160835342434e+00,-1.866384852081e+00,2.024539620159e-01,-1.042980070527e-02
"                 185",-4.504484979808e+01,-2.178370837724e+02,4.189844614788e+00,-4.691199203726e+01,-2.176343393725e+02,4.179503495715e+00,-1.867142239174e+00,2.027443998371e-01,-1.034111907301e-02
"                 186",-4.489016167138e+01,-2.170532300200e+02,4.222606249956e+00,-4.675819606610e+01,-2.168500421180e+02,4.212262048137e+00,-1.868034394712e+00,2.031879019964e-01,-1.034420181947e-02
"                 187",-4.474673720897e+01,-2.163249958997e+02,4.276897913736e+00,-4.661553930102e+01,-2.161212556063e+02,4.266650495474e+00,-1.868802092047e+00,2.037402933540e-01,-1.024741826182e-02
"                 188",-4.462072839240e+01,-2.156869053810e+02,4.350921430681e+00,-4.649040964772e+01,-2.154824630665e+02,4.340756622869e+00,-1.869681255326e+00,2.044423145351e-01,-1.016480781182e-02
"                 189",-4.451699531231e+01,-2.151586932438e+02,4.433168421611e+00,-4.638762428643e+01,-2.149535680958e+02,4.423000992633e+00,-1.870628974117e+00,2.051251479677e-01,-1.016742897747e-02
"                 190",-4.443888628909e+01,-2.147524991099e+02,4.513708451072e+00,-4.631028717310e+01,-2.145464200245e+02,4.503681025013e+00,-1.871400884010e+00,2.060790854184e-01,-1.002742605824e-02
"                 191",-4.438699498405e+01,-2.144708433008e+02,4.587855271735e+00,-4.625920372155e+01,-2.142638429177e+02,4.577891268994e+00,-1.872208737496e+00,2.070003831098e-01,-9.964002740594e-03
"                 192",-4.436180871303e+01,-2.143268658818e+02,4.657779525451e+00,-4.623487600221e+01,-2.141189506508e+02,4.647900022502e+00,-1.873067289181e+00,2.079152309481e-01,-9.879502948087e-03
"                 193",-4.435889856707e+01,-2.143185559957e+02,4.719356909458e+00,-4.623279403784e+01,-2.141097325093e+02,4.709546129394e+00,-1.873895470770e+00,2.088234864085e-01,-9.810780063483e-03
"                 194",-4.436092756785e+01,-2.144000793241e+02,4.765657836905e+00,-4.623567484384e+01,-2.141903725647e+02,4.755954580779e+00,-1.874747275996e+00,2.097067594081e-01,-9.703256125467e-03
"                 195",-4.435486316632e+01,-2.145178596637e+02,4.771649174469e+00,-4.623017133485e+01,-2.143073677770e+02,4.761967394171e+00,-1.875308168531e+00,2.104918867398e-01,-9.681780298228e-03
"                 196",-4.435152518244e+01,-2.146719662652e+02,4.738392130173e+00,-4.622744227228e+01,-2.144607581694e+02,4.728777324140e+00,-1.875917089834e+00,2.112080957549e-01,-9.614806032378e-03
"                 197",-4.436370545044e+01,-2.148622625015e+02,4.689795080946e+00,-4.624026164671e+01,-2.146503386973e+02,4.680265279151e+00,-1.876556196273e+00,2.119238041897e-01,-9.529801794504e-03
"                 198",-4.438517498996e+01,-2.150654536129e+02,4.634310334738e+00,-4.626215879069e+01,-2.148529267144e+02,4.624838715532e+00,-1.876983800727e+00,2.125268984282e-01,-9.471619206308e-03
"                 199",-4.438292884016e+01,-2.152027433755e+02,4.557383907210e+00,-4.626039603028e+01,-2.149895367082e+02,4.548098066536e+00,-1.877467190117e+00,2.132066673895e-01,-9.285840673578e-03
"                 200",-4.434347335394e+01,-2.152315683316e+02,4.448775715318e+00,-4.622142091291e+01,-2.150176672485e+02,4.439724868822e+00,-1.877947558970e+00,2.139010831312e-01,-9.050846496040e-03
"                 201",-4.427077497488e+01,-2.151517503416e+02,4.314724748381e+00,-4.614887333016e+01,-2.149371631129e+02,4.305763718230e+00,-1.878098355275e+00,2.145872287401e-01,-8.961030150879e-03
"                 202",-4.417257172748e+01,-2.149663810874e+02,4.168656205971e+00,-4.605072792511e+01,-2.147511572668e+02,4.159855676317e+00,-1.878156197634e+00,2.152238205714e-01,-8.800529653854e-03
"                 203",-4.406085619366e+01,-2.147024277376e+02,4.017923363345e+00,-4.593924547689e+01,-2.144863899893e+02,4.009222708466e+00,-1.878389283232e+00,2.160377483047e-01,-8.700654878976e-03
"                 204",-4.394355352597e+01,-2.143868763386e+02,3.866751445146e+00,-4.582215755095e+01,-2.141699971500e+02,3.858173400272e+00,-1.878604024981e+00,2.168791886813e-01,-8.578044874263e-03
"                 205",-4.381525010302e+01,-2.140173913270e+02,3.726388867030e+00,-4.569387907384e+01,-2.137996780980e+02,3.718067183499e+00,-1.878628970819e+00,2.177132290602e-01,-8.321683530352e-03
"                 206",-4.366598478353e+01,-2.135687330499e+02,3.603888081335e+00,-4.554468725034e+01,-2.133501636222e+02,3.595670987113e+00,-1.878702466806e+00,2.185694276285e-01,-8.217094222800e-03
"                 207",-4.350097624324e+01,-2.130551121819e+02,3.506176537234e+00,-4.537996881352e+01,-2.128355596293e+02,3.498257287693e+00,-1.878992570271e+00,2.195525526120e-01,-7.919249541048e-03
"                 208",-4.332381739387e+01,-2.124903775094e+02,3.447397723696e+00,-4.520304707549e+01,-2.122698962601e+02,3.439635554620e+00,-1.879229681619e+00,2.204812493122e-01,-7.762169075254e-03
"                 209",-4.315129249908e+01,-2.119203405741e+02,3.424896812354e+00,-4.503063373445e+01,-2.116989359903e+02,3.417378518875e+00,-1.879341235366e+00,2.214045837209e-01,-7.518293478284e-03
"                 210",-4.300729621292e+01,-2.114209771480e+02,3.434815766262e+00,-4.488684465164e+01,-2.111986971214e+02,3.427520550872e+00,-1.879548438718e+00,2.222800266378e-01,-7.295215390112e-03
"                 211",-4.289523605125e+01,-2.110245609619e+02,3.477004372763e+00,-4.477497744606e+01,-2.108013838518e+02,3.469897244694e+00,-1.879741394812e+00,2.231771101384e-01,-7.107128069220e-03
"                 212",-4.281479262156e+01,-2.107386945139e+02,3.544331931422e+00,-4.469460212710e+01,-2.105146855139e+02,3.537390742120e+00,-1.879809505543e+00,2.240090000529e-01,-6.941189301810e-03
"                 213",-4.276726480553e+01,-2.105590601778e+02,3.627178400496e+00,-4.464732524088e+01,-2.103343219119e+02,3.620361851872e+00,-1.880060435343e+00,2.247382658440e-01,-6.816548623337e-03
"                 214",-4.275575753265e+01,-2.104939092531e+02,3.718604097612e+00,-4.463602250364e+01,-2.102685195821e+02,3.711936983013e+00,-1.880264970987e+00,2.253896709796e-01,-6.667114599149e-03
"                 215",-4.278893411137e+01,-2.105829045295e+02,3.814338447820e+00,-4.466923488958e+01,-2.103569956010e+02,3.807790078746e+00,-1.880300778207e+00,2.259089285273e-01,-6.548369074523e-03
"                 216",-4.286761450929e+01,-2.108464003991e+02,3.902625849040e+00,-4.474800888763e+01,-2.106201106749e+02,3.896208474518e+00,-1.880394378347e+00,2.262897241364e-01,-6.417374522389e-03
"                 217",-4.298508493494e+01,-2.112449342909e+02,3.975248885765e+00,-4.486569256563e+01,-2.110183856708e+02,3.968932999348e+00,-1.880607630692e+00,2.265486200799e-01,-6.315886416476e-03
"                 218",-4.311648599585e+01,-2.117186480975e+02,4.045763476810e+00,-4.499718828230e+01,-2.114919858171e+02,4.039543075703e+00,-1.880702286445e+00,2.266622803836e-01,-6.220401106911e-03
"                 219",-4.324131059610e+01,-2.121994060376e+02,4.133043719592e+00,-4.512202265790e+01,-2.119727460428e+02,4.126935864536e+00,-1.880712061807e+00,2.266599948400e-01,-6.107855056016e-03
"                 220",-4.334999625192e+01,-2.126435748905e+02,4.237111413623e+00,-4.523075674011e+01,-2.124169895714e+02,4.231078833654e+00,-1.880760488184e+00,2.265853190838e-01,-6.032579969121e-03
"                 221",-4.345559023165e+01,-2.130624817015e+02,4.339402586389e+00,-4.533644033926e+01,-2.128360342920e+02,4.333432479739e+00,-1.880850107617e+00,2.264474095400e-01,-5.970106649563e-03
"                 222",-4.356517538008e+01,-2.134521456251e+02,4.420990976415e+00,-4.544619577954e+01,-2.132258816916e+02,4.415025023074e+00,-1.881020399460e+00,2.262639334566e-01,-5.965953340635e-03
"                 223",-4.368110836864e+01,-2.138069198717e+02,4.469898276321e+00,-4.556211980141e+01,-2.135808238801e+02,4.463954842913e+00,-1.881011432762e+00,2.260959915597e-01,-5.943433408675e-03
"                 224",-4.379282076173e+01,-2.140873020126e+02,4.502799652876e+00,-4.567396204049e+01,-2.138614448697e+02,4.496811858676e+00,-1.881141278756e+00,2.258571428544e-01,-5.987794200703e-03
"                 225",-4.388938710453e+01,-2.142550673260e+02,4.538403112113e+00,-4.577035796675e+01,-2.140294117528e+02,4.532408199498e+00,-1.880970862222e+00,2.256555732791e-01,-5.994912615077e-03
